PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	VN	VH	DI	D2	L1	L2	L3	EA	SU	DT	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	LA	AS	AC	CG	DG	C1	C3	EC	DE	DA	UT	PM	
J	Baxter, M. J.; Cool, H. E. M.								Reinventing the wheel? Modelling temporal uncertainty with applications to brooch distributions in Roman Britain								JOURNAL OF ARCHAEOLOGICAL SCIENCE				66				120	127				10.1016/j.jas.2015.12.007							Article	FEB 2016	2016										9	0	0	0	3	0	10			0305-4403	1095-9238											2016-04-20	WOS:000372683000012		
J	Bernhardsson, C.; Floran, V.; Ganea, S. L.; Garcia-Gil, M. R.				Borlea, Gheorghe Florian/U-7119-2017	Borlea, Gheorghe Florian/0000-0002-5685-4107; Garcia Gil, Rosario/0000-0002-6834-6708			Present genetic structure is congruent with the common origin of distant Scots pine populations in its Romanian distribution								FOREST ECOLOGY AND MANAGEMENT				361				131	143				10.1016/j.foreco.2015.10.047							Article	FEB 1 2016	2016										20	1	0	0	13	0	20			0378-1127	1872-7042											2016-02-17	WOS:000368753900012		
J	Blundell, Antony; Holden, Joseph; Turner, T. Edward					Holden, Joseph/0000-0002-1108-4831			Generating multi-proxy Holocene palaeoenvironmental records from blanket peatlands								PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY				443				216	229				10.1016/j.palaeo.2015.11.048							Article	FEB 1 2016	2016										7	0	0	0	4	0	7			0031-0182	1872-616X											2016-03-02	WOS:000370090200018		
J	Commerford, Julie L.; Leys, Berangere; Mueller, Joshua R.; McLauchlan, Kendra K.					McLauchlan, Kendra/0000-0002-6612-1097; Leys, Berangere/0000-0001-5485-0156			Great Plains vegetation dynamics in response to fire and climatic fluctuations during the Holocene at Fox Lake, Minnesota (USA)								HOLOCENE				26	2			302	313				10.1177/0959683615608691							Article	FEB 2016	2016										12	0	0	0	9	0	12			0959-6836	1477-0911											2016-02-01	WOS:000368332200011		
J	Fajardo, Mario; McBratney, Alex; Whelan, Brett				McBratney, Alex B/C-2199-2011; Whelan, Brett M/E-8272-2012; Fajardo, Mario/AAG-3283-2021	Fajardo, Mario/0000-0003-0340-8215; McBratney, Alex/0000-0003-0913-2643			Fuzzy clustering of Vis-NIR spectra for the objective recognition of soil morphological horizons in soil profiles								GEODERMA				263				244	253				10.1016/j.geoderma.2015.05.010							Article	FEB 1 2016	2016										34	1	0	0	19	0	34			0016-7061	1872-6259											2016-02-01	WOS:000365056700026		
J	Fernandes, Tarcisio J. G.; Del Campo, Antonio D.; Herrera, Rafael; Molina, Antonio J.				Del Campo, Antonio/F-7445-2014; Fernandes, Tarcisio J.G./AAE-1389-2019; Gualberto Fernandes, Tarcisio José/C-4663-2015; Molina, Antonio J./ABI-6124-2020; molina, antonio/C-6230-2014	Del Campo, Antonio/0000-0002-5279-4215; Fernandes, Tarcisio J.G./0000-0003-0030-009X; Gualberto Fernandes, Tarcisio José/0000-0003-0030-009X; Molina, Antonio J./0000-0002-2073-5843; molina, antonio/0000-0002-2073-5843			Simultaneous assessment, through sap flow and stable isotopes, of water use efficiency (WUE) in thinned pines shows improvement in growth, tree-climate sensitivity and WUE, but not in WUEi								FOREST ECOLOGY AND MANAGEMENT				361				298	308				10.1016/j.foreco.2015.11.029							Article	FEB 1 2016	2016										35	0	0	0	26	0	36			0378-1127	1872-7042											2016-02-01	WOS:000368753900026		
J	Gil, Adolfo F.; Ugan, Andrew; Otaola, Clara; Neme, Gustavo; Giardina, Miguel; Menendez, Lumila				Menéndez, Lumila Paula/C-2479-2016	Menéndez, Lumila Paula/0000-0002-7867-2910; Gil, Adolfo F./0000-0001-5718-8866			Variation in camelid delta C-13 and delta N-15 values in relation to geography and climate: Holocene patterns and archaeological implications in central western Argentina								JOURNAL OF ARCHAEOLOGICAL SCIENCE				66				7	20				10.1016/j.jas.2015.12.002							Article	FEB 2016	2016										25	0	0	0	6	2	27			0305-4403	1095-9238											2016-04-20	WOS:000372683000002		
J	Henn, Tamas; Nagy, David U.; Pal, Robert W.				Nagy, David U/N-8697-2019	Nagy, David U/0000-0001-7742-4459			Adobe bricks can help identify historic weed flora - a case study from south-western Hungary								PLANT ECOLOGY & DIVERSITY				9	1			113	125				10.1080/17550874.2015.1060643							Article	FEB 2016	2016										2	0	0	0	1	0	2			1755-0874	1755-1668											2016-05-25	WOS:000374909700012		
J	Jordan, Gregory J.; Harrison, Peter A.; Worth, James R. P.; Williamson, Grant J.; Kirkpatrick, James B.				Williamson, Grant/J-7514-2014; Worth, James Raymond Peter/AAB-4728-2020; Jordan, Gregory/B-3932-2013; Harrison, Peter/O-2949-2014	Williamson, Grant/0000-0002-3469-7550; Worth, James Raymond Peter/0000-0003-2020-2470; Jordan, Gregory/0000-0002-6033-2766; Harrison, Peter/0000-0002-3502-0242; Kirkpatrick, James/0000-0003-2763-2692			Palaeoendemic plants provide evidence for persistence of open, well-watered vegetation since the Cretaceous								GLOBAL ECOLOGY AND BIOGEOGRAPHY				25	2			127	140				10.1111/geb.12389							Article	FEB 2016	2016										36	0	0	0	31	0	37			1466-822X	1466-8238											2016-02-01	WOS:000367729100001		
J	Lipo, Carl P.; Hunt, Terry L.; Horneman, Rene; Bonhomme, Vincent				Lipo, Carl/C-9154-2013	Lipo, Carl/0000-0003-4391-3590; Vincent, Bonhomme/0000-0002-2742-6349			Weapons of war? Rapa Nui mata'a morphometric analyses								ANTIQUITY				90	349			172	187				10.15184/aqy.2015.189							Article	FEB 2016	2016										22	0	0	0	6	1	22			0003-598X	1745-1744											2016-02-01	WOS:000372579900012		
J	Metz, Jerome; Annighoefer, Peter; Schall, Peter; Zimmermann, Jorma; Kahl, Tiemo; Schulze, Ernst-Detlef; Ammer, Christian				Annighöfer, Peter/AAS-8418-2021; Schulze, Ernst-Detlef/K-9627-2014; Ammer, Christian/ABG-4629-2020; Ammer, Christian/ABG-7360-2020; Schall, Peter/Q-5962-2019	Annighöfer, Peter/0000-0001-8126-5307; Schulze, Ernst-Detlef/0000-0001-6188-9219; Ammer, Christian/0000-0002-4235-0135; Schall, Peter/0000-0003-4808-818X			Site-adapted admixed tree species reduce drought susceptibility of mature European beech								GLOBAL CHANGE BIOLOGY				22	2			903	920				10.1111/gcb.13113							Article	FEB 2016	2016										119	1	0	0	87	0	121			1354-1013	1365-2486											2016-02-01	WOS:000369135400033	26426801	
J	Payne, Richard J.; Malysheva, Elena; Tsyganov, Andrey; Pampura, Tatjana; Novenko, Elena; Volkova, Elena; Babeshko, Kirill; Mazei, Yuri				Mazei, Yuri/B-5358-2013; Malysheva, Elena Vyacheslavovna/HZJ-6116-2023; Novenko, Elena Yu/L-7934-2015; Babeshko, Kirill/E-8859-2017; Babeshko, Kirill/Q-4310-2019; Malysheva, Elena E.A./R-8398-2017; Tsyganov, Andrey N/E-6743-2015	Mazei, Yuri/0000-0002-5443-8919; Malysheva, Elena Vyacheslavovna/0009-0003-7506-6178; Novenko, Elena Yu/0000-0003-2174-8467; Babeshko, Kirill/0000-0003-4557-4908; Malysheva, Elena E.A./0000-0002-2371-1521; Tsyganov, Andrey N/0000-0002-5660-8432; Volkova, Elena M./0000-0001-5496-8728			A multi-proxy record of Holocene environmental change, peatland development and carbon accumulation from Staroselsky Moch peatland, Russia								HOLOCENE				26	2			314	326				10.1177/0959683615608692							Article	FEB 2016	2016										27	1	3	0	18	0	30			0959-6836	1477-0911											2016-02-01	WOS:000368332200012		
J	Roschanski, Anna M.; Csillery, Katalin; Liepelt, Sascha; Oddou-Muratorio, Sylvie; Ziegenhagen, Birgit; Huard, Frederic; Ullrich, Kristian K.; Postolache, Dragos; Vendramin, Giovanni G.; Fady, Bruno				Postolache, Dragos/P-4587-2014; Liepelt, Sascha/H-1047-2011; Ullrich, Kristian/AAP-6724-2021; Csillery, Katalin/K-4741-2014; Vendramin, Giovanni G/K-9731-2014	Postolache, Dragos/0000-0001-5250-8752; Liepelt, Sascha/0000-0001-6529-2882; Ullrich, Kristian/0000-0003-4308-9626; Vendramin, Giovanni G/0000-0001-9921-7872; Csillery, Katalin/0000-0003-0039-9296; ODDOU-MURATORIO, Sylvie/0000-0003-2374-8313			Evidence of divergent selection for drought and cold tolerance at landscape and local scales in Abies alba Mill. in the French Mediterranean Alps								MOLECULAR ECOLOGY				25	3			776	794				10.1111/mec.13516							Article	FEB 2016	2016										48	2	0	0	41	0	50			0962-1083	1365-294X											2016-02-01	WOS:000369869600008	26676992	
J	van Hardenbroek, M.; Leuenberger, M.; Hartikainen, H.; Okamura, B.; Heiri, O.				Leuenberger, Markus C/K-9655-2016; van Hardenbroek, Maarten/R-1590-2017; Heiri, Oliver/A-2403-2008	Leuenberger, Markus C/0000-0003-4299-6793; van Hardenbroek, Maarten/0000-0001-6330-6363; Heiri, Oliver/0000-0002-3957-5835			Bryozoan stable carbon and hydrogen isotopes: relationships between the isotopic composition of zooids, statoblasts and lake water								HYDROBIOLOGIA				765	1			209	223				10.1007/s10750-015-2414-y							Article	FEB 2016	2016										8	0	0	0	6	0	8			0018-8158	1573-5117											2016-02-01	WOS:000366641200016		
J	Surovell, Todd A.; Pelton, Spencer R.; Anderson-Sprecher, Richard; Myers, Adam D.					Surovell, Todd/0000-0001-6587-8621			Test of Martin's overkill hypothesis using radiocarbon dates on extinct megafauna								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				113	4			886	891				10.1073/pnas.1504020112							Article	JAN 26 2016	2016										61	0	0	0	30	0	61			0027-8424												2016-01-26	WOS:000368617900032	26504205	
J	Lahr, M. Mirazon; Rivera, F.; Power, R. K.; Mounier, A.; Copsey, B.; Crivellaro, F.; Edung, J. E.; Maillo Fernandez, J. M.; Kiarie, C.; Lawrence, J.; Leakey, A.; Mbua, E.; Miller, H.; Muigai, A.; Mukhongo, D. M.; Van Baelen, A.; Wood, R.; Schwenninger, J. -L.; Gruen, R.; Achyuthan, H.; Wilshaw, A.; Foley, R. A.				Wood, Rachel/K-5577-2016; Rivera, Frances/AAU-9144-2020; Grun, Rainer/A-1437-2012; Achyuthan, Hema/AAA-6898-2022; Maíllo-Fernández, José-Manuel/AAU-3715-2020	Wood, Rachel/0000-0002-1694-3295; Grun, Rainer/0000-0003-1366-3674; Maíllo-Fernández, José-Manuel/0000-0002-7555-4943; Mounier, Aurelien/0000-0001-9713-7246; Crivellaro, Federica/0000-0003-1656-8605; Mirazon Lahr, Marta/0000-0001-5752-5770; Power, Ronika/0000-0002-1092-8131; Wilshaw, Alex/0000-0001-7459-7784; Achyuthan, Hema/0000-0001-5495-4115; Van Baelen, Ann/0000-0002-8595-9485			Inter-group violence among early Holocene hunter-gatherers of West Turkana, Kenya								NATURE				529	7586			394	+				10.1038/nature16477							Article	JAN 21 2016	2016										110	0	2	0	46	0	112			0028-0836	1476-4687											2016-01-21	WOS:000368354800046	26791728	
J	Castellanos-Morales, Gabriela; Gamez, Niza; Castillo-Gamez, Reyna A.; Eguiarte, Luis E.				Castellanos-Morales, Gabriela/T-7774-2018	Castellanos-Morales, Gabriela/0000-0002-2000-4741			Peripatric speciation of an endemic species driven by Pleistocene climate change: The case of the Mexican prairie dog (Cynomys mexicanus)								MOLECULAR PHYLOGENETICS AND EVOLUTION				94				171	181				10.1016/j.ympev.2015.08.027							Article	JAN 2016	2016										32	0	0	0	29	0	32			1055-7903	1095-9513											2016-01-01	WOS:000365935400015	26343460	
J	Conrad, Cyler; Higham, Charles; Eda, Masaki; Marwick, Ben				EDA, Masaki/F-8852-2012; Marwick, Ben/H-1747-2013	Marwick, Ben/0000-0001-7879-4531; Conrad, Cyler/0000-0003-4659-2884			Palaeoecology and Forager Subsistence Strategies during the Pleistocene-Holocene Transition: A Reinvestigation of the Zooarchaeological Assemblage from Spirit Cave, Mae Hong Son Province, Thailand								ASIAN PERSPECTIVES-THE JOURNAL OF ARCHAEOLOGY FOR ASIA AND THE PACIFIC				55	1			2	27				10.1353/asi.2016.0013							Article	2016	2016										15	0	0	0	4	0	15			0066-8435	1535-8283											2016-01-01	WOS:000456312600002		
J	Dirix, K.; Muchez, P.; Degryse, P.; Poblome, J.				Poblome, Jeroen/AAX-6812-2020; Degryse, Patrick/ABF-5329-2020	Poblome, Jeroen/0000-0002-7403-1921; Degryse, Patrick/0000-0003-3604-6505			Spatial Distribution of Elemental Enrichments around Archaeological Sites: Insights from the Ancient City of Sagalassos in Southwest Turkey								GEOARCHAEOLOGY-AN INTERNATIONAL JOURNAL				31	1			34	48				10.1002/gea.21535							Article	JAN-FEB 2016	2016										6	0	0	0	2	0	6			0883-6353	1520-6548											2016-02-24	WOS:000369170500003		
J	Guillaud, Emilie; Cornette, Raphael; Bearez, Philippe				Béarez, Philippe/D-2383-2012	Béarez, Philippe/0000-0003-0397-2393; Guillaud, Emilie/0000-0002-8817-419X			Is vertebral form a valid species-specific indicator for salmonids? The discrimination rate of trout and Atlantic salmon from archaeological to modern times								JOURNAL OF ARCHAEOLOGICAL SCIENCE				65				84	92				10.1016/j.jas.2015.11.010							Review	JAN 2016	2016										16	0	0	0	5	0	16			0305-4403	1095-9238											2016-01-01	WOS:000370458000008		
J	Jovanovska, Elena; Cvetkoska, Aleksandra; Hauffe, Torsten; Levkov, Zlatko; Wagner, Bernd; Sulpizio, Roberto; Francke, Alexander; Albrecht, Christian; Wilke, Thomas				Albrecht, Christian/AAJ-5484-2020; Cvetkoska, Aleksandra/AAE-3972-2021; Francke, Alexander/N-9761-2013; Cvetkoska, Aleksandra/N-5079-2015; Albrecht, Christian/AFV-5313-2022; Wagner, Bernd/J-4682-2012; Wilke, Thomas/G-1517-2012; Sulpizio, Roberto/S-2133-2019; Cvetkoska, Aleksandra/AAJ-2225-2020	Francke, Alexander/0000-0002-0370-5802; Wagner, Bernd/0000-0002-1369-7893; Wilke, Thomas/0000-0001-8263-7758; Sulpizio, Roberto/0000-0002-3930-5421; Cvetkoska, Aleksandra/0000-0002-9812-8816; Levkov, Zlatko/0000-0002-1184-2356; Hauffe, Torsten/0000-0001-5711-9457			Differential resilience of ancient sister lakes Ohrid and Prespa to environmental disturbances during the Late Pleistocene								BIOGEOSCIENCES				13	4			1149	1161				10.5194/bg-13-1149-2016							Article	2016	2016										25	0	0	0	18	0	26			1726-4170	1726-4189											2016-01-01	WOS:000372082200018		
J	Marlon, Jennifer R.; Kelly, Ryan; Daniau, Anne-Laure; Vanniere, Boris; Power, Mitchell J.; Bartlein, Patrick; Higuera, Philip; Blarquez, Olivier; Brewer, Simon; Bruecher, Tim; Feurdean, Angelica; Romera, Graciela Gil; Iglesias, Virginia; Maezumi, S. Yoshi; Magi, Brian; Mustaphi, Colin J. Courtney; Zhihai, Tonishtan				Higuera, Philip Edward/B-1330-2010; Mustaphi, Colin J Courtney/B-6547-2013; Magi, Brian/K-2000-2015; Gil-Romera, Graciela/C-9262-2016; Daniau, Anne-Laure/O-2379-2017; Vannière, Boris C/E-4002-2010; Bartlein, Patrick J./E-4643-2011	Higuera, Philip Edward/0000-0001-5396-9956; Mustaphi, Colin J Courtney/0000-0002-4439-2590; Magi, Brian/0000-0001-8131-0083; Gil-Romera, Graciela/0000-0001-5726-2536; Daniau, Anne-Laure/0000-0002-1621-3911; Vannière, Boris C/0000-0002-6779-6053; Bartlein, Patrick J./0000-0001-7657-5685; Feurdean, Angelica/0000-0002-2497-3005; Maezumi, S. Yoshi/0000-0002-4333-1972; Marlon, Jennifer/0000-0002-8299-9609; Iglesias, Virginia/0000-0001-5732-3714; Brewer, Simon/0000-0002-6810-1911; Brucher, Tim/0000-0003-3345-3252			Reconstructions of biomass burning from sediment-charcoal records to improve data-model comparisons								BIOGEOSCIENCES				13	11			3225	3244				10.5194/bg-13-3225-2016							Article	2016	2016										125	4	1	0	46	0	128			1726-4170	1726-4189											2016-01-01	WOS:000379425100003		
J	Nelligan, C.; Jeziorski, A.; Ruhland, K. M.; Paterson, A. M.; Smol, J. P.				Jeziorski, Adam/AAJ-6982-2020	Jeziorski, Adam/0000-0001-7701-7247; Smol, John/0000-0002-2499-6696			Managing lake trout lakes in a warming world: a paleolimnological assessment of nutrients and lake production at three Ontario sites								LAKE AND RESERVOIR MANAGEMENT				32	4			315	328				10.1080/10402381.2016.1203844							Article	2016	2016										15	0	0	0	14	0	15			1040-2381	2151-5530											2016-12-21	WOS:000388610500001		
J	Price, Max; Wolfhagen, Jesse; Otarola-Castillo, Erik				Wolfhagen, Jesse/W-6119-2019	Wolfhagen, Jesse/0000-0002-1354-4870			CONFIDENCE INTERVALS IN THE ANALYSIS OF MORTALITY AND SURVIVORSHIP CURVES IN ZOOARCHAEOLOGY								AMERICAN ANTIQUITY				81	1			157	173				10.7183/0002-7316.81.1.157							Article	JAN 2016	2016										11	0	0	0	1	0	11			0002-7316	2325-5064											2016-05-11	WOS:000374202700010		
J	Schnorr, Stephanie L.; Crittenden, Alyssa N.; Henry, Amanda G.								Impact of Brief Roasting on Starch Gelatinization in Whole Foods and Implications for Plant Food Nutritional Ecology in Human Evolution								ETHNOARCHAEOLOGY				8	1			30	56				10.1080/19442890.2016.1150629							Article	2016	2016										12	0	0	0	6	0	12			1944-2904	1944-2890											2016-05-18	WOS:000374633000003		
J	Biagioni, Siria; Krashevska, Valentyna; Achnopha, Yudhi; Saad, Asmadi; Sabiham, Supiandi; Behling, Hermann				Krashevska, Valentyna/C-2517-2017	Krashevska, Valentyna/0000-0002-9765-5833			8000 years of vegetation dynamics and environmental changes of a unique inland peat ecosystem of the Jambi Province in Central Sumatra, Indonesia								PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY				440				813	829				10.1016/j.palaeo.2015.09.048							Article	DEC 15 2015	2015										20	0	0	0	14	0	22			0031-0182	1872-616X											2015-12-15	WOS:000366539700062		
J	Elsner, Julia; Schibler, Joerg; Hofreiter, Michael; Schlumbaum, Angela				Hofreiter, Michael/A-3996-2017	Hofreiter, Michael/0000-0003-0441-4705			Burial condition is the most important factor for mtDNA PCR amplification success in Palaeolithic equid remains from the Alpine foreland								ARCHAEOLOGICAL AND ANTHROPOLOGICAL SCIENCES				7	4			505	515				10.1007/s12520-014-0213-4							Article	DEC 2015	2015										17	0	0	0	11	0	17			1866-9557	1866-9565											2015-12-01	WOS:000365796700008		
J	Schneider, Larissa; Maher, William; Potts, Jaimie; Batley, Graeme; Taylor, Anne; Krikowa, Frank; Chariton, Anthony; Zawadzki, Atun; Heijnis, Henk; Gruber, Bernd				Heijnis, Hendrik/A-6673-2010; Chariton, Anthony/F-2373-2011; Taylor, Anne M/D-6824-2011; BATLEY, Graeme/A-4805-2008	Chariton, Anthony/0000-0002-5809-3372; Taylor, Anne M/0000-0003-1488-7813; BATLEY, Graeme/0000-0002-3798-3368; Schneider, Larissa/0000-0001-5276-2531; Gruber, Bernd/0000-0003-0078-8179			Use of a multi-proxy method to support the restoration of estuaries receiving inputs from industry								ECOLOGICAL ENGINEERING				85				247	256				10.1016/j.ecoleng.2015.09.070							Article	DEC 2015	2015										3	0	0	0	3	0	3			0925-8574	1872-6992											2015-12-01	WOS:000365322700025		
J	Su, Tao; Adams, Jonathan M.; Wappler, Torsten; Huang, Yong-Jiang; Jacques, Frederic M. B.; Liu, Yu-Sheng (Christopher); Zhou, Zhe-Kun				Zhou, Zhekun/G-5281-2011; Liu, Yusheng/F-1375-2017; Jacques, Frederic MB/G-5009-2011; Su, Tao/T-4411-2019; Wappler, Torsten/P-6831-2019; Wappler, Torsten/D-4287-2011; Liu, Yusheng/A-4661-2012; Huang, Yongjiang/AAJ-8162-2020	Zhou, Zhekun/0000-0002-0710-2128; Liu, Yusheng/0000-0003-4464-1785; Jacques, Frederic MB/0000-0002-7539-9218; Su, Tao/0000-0002-9148-6127; Wappler, Torsten/0000-0003-1592-0988; Wappler, Torsten/0000-0003-1592-0988; Liu, Yusheng/0000-0003-4464-1785; Adams, Jonathan/0000-0001-7954-8332			Resilience of plant-insect interactions in an oak lineage through Quaternary climate change								PALEOBIOLOGY				41	1			174	186				10.1017/pab.2014.11							Article	WIN 2015	2015										22	4	0	0	19	0	25			0094-8373	1938-5331											2015-12-01	WOS:000351520000011		
J	Wilhelmson, Helene; Ahlstrom, Torbjorn					Ahlstrom, Torbjorn/0000-0001-7468-5979			Iron Age migration on the island of Oland: Apportionment of strontium by means of Bayesian mixing analysis								JOURNAL OF ARCHAEOLOGICAL SCIENCE				64				30	45				10.1016/j.jas.2015.09.007							Article	DEC 2015	2015										25	0	0	0	8	0	25			0305-4403	1095-9238											2016-01-06	WOS:000366765700004		
J	Yubero-Gomez, Maria; Rubio-Campillo, Xavier; Javier Lopez-Cachero, F.; Esteve-Gracia, Xavier				Rubio-Campillo, Xavier/O-4182-2014; López-Cachero, Francisco Javier/K-6561-2017	Rubio-Campillo, Xavier/0000-0003-4428-4335; López-Cachero, Francisco Javier/0000-0002-3121-4015; Yubero-Gomez, Maria/0000-0002-4451-4818			Mapping changes in late prehistoric landscapes: A case study in the Northeastern Iberian Peninsula								JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY				40				123	134				10.1016/j.jaa.2015.07.002							Article	DEC 2015	2015										7	0	0	0	0	0	7			0278-4165	1090-2686											2015-12-01	WOS:000365061000010		
J	Luncz, Lydia V.; Wittig, Roman M.; Boesch, Christophe								Primate archaeology reveals cultural transmission in wild chimpanzees (Pan troglodytes verus)								PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES				370	1682					20140348			10.1098/rstb.2014.0348							Article	NOV 19 2015	2015										59	0	0	0	43	0	60			0962-8436	1471-2970											2015-11-19	WOS:000363762700002	26483527	
J	Roffet-Salque, Melanie; Regert, Martine; Evershed, Richard R.; Outram, Alan K.; Cramp, Lucy J. E.; Decavallas, Orestes; Dunne, Julie; Gerbault, Pascale; Mileto, Simona; Mirabaud, Sigrid; Paakkonen, Mirva; Smyth, Jessica; Soberl, Lucija; Whelton, Helen L.; Alday-Ruiz, Alfonso; Asplund, Henrik; Bartkowiak, Marta; Bayer-Niemeier, Eva; Belhouchet, Lotfi; Bernardini, Federico; Budja, Mihael; Cooney, Gabriel; Cubas, Miriam; Danaher, Ed M.; Diniz, Mariana; Domboroczki, Laszlo; Fabbri, Cristina; Gonzalez-Urquijo, Jesus E.; Guilaine, Jean; Hachi, Slimane; Hartwell, Barrie N.; Hofmann, Daniela; Hohle, Isabel; Ibanez, Juan J.; Karul, Necmi; Kherbouche, Farid; Kiely, Jacinta; Kotsakis, Kostas; Lueth, Friedrich; Mallory, James P.; Manen, Claire; Marciniak, Arkadiusz; Maurice-Chabard, Brigitte; McGonigle, Martin A.; Mulazzani, Simone; Ozdogan, Mehmet; Peric, Olga S.; Peric, Slavisa R.; Petrasch, Joerg; Petrequin, Anne-Marie; Petrequie, Pierre; Poensgen, Ulrike; Pollard, C. Joshua; Poplin, Francois; Radi, Giovanna; Stadler, Peter; Staeuble, Harald; Tasic, Nenad; Urem-Kotsou, Dushka; Vukovic, Jasna B.; Walsh, Fintan; Whittle, Alasdair; Wolfram, Sabine; Zapata-Pena, Lydia; Zoughlami, Jamel				Marciniak, Arkadiusz/AAJ-3328-2020; Mileto, Simona/AAA-7403-2020; Karul, Necmi/AAC-5860-2020; İriz, Erkan/AAF-2026-2019; Stadler, Peter F./L-7857-2015; Gonzalez-Urquijo, Jesus/H-7708-2015; Cramp, Lucy/AAL-6905-2021; Outram, Alan K/A-1139-2010; Cubas, Miriam/C-9226-2018	Mileto, Simona/0000-0001-9765-3814; Stadler, Peter F./0000-0002-5016-5191; Gonzalez-Urquijo, Jesus/0000-0001-6106-4997; Cubas, Miriam/0000-0002-2386-8473; Alday, Alfonso/0000-0002-0024-3462; Petrasch, Jorg/0000-0002-1297-5994; Roffet-Salque, Melanie/0000-0001-9508-788X; Whelton, Helen/0000-0002-0844-9916; Gerbault, Pascale/0000-0003-3824-0870; Bernardini, Federico/0000-0002-3282-8799; Smyth, Jessica/0000-0001-8124-1444; Urem-Kotsou, Dushka/0000-0002-9534-6340; Outram, Alan/0000-0003-3360-089X; Vukovic, Jasna/0000-0002-7261-6467; Diniz, Mariana/0000-0001-7491-7864; Manen, Claire/0000-0002-7827-8876			Widespread exploitation of the honeybee by early Neolithic farmers								NATURE				527	7577			226	+				10.1038/nature15757							Article	NOV 12 2015	2015										105	0	0	0	44	0	109			0028-0836	1476-4687											2015-11-12	WOS:000364396700043	26560301	
J	Walsh, Megan K.; Marlon, Jennifer R.; Goring, Simon J.; Brown, Kendrick J.; Gavin, Daniel G.				Gavin, Daniel G/C-9214-2009; WALSH, MEGAN K/GWC-2042-2022	Gavin, Daniel G/0000-0001-8743-3949; Goring, Simon/0000-0002-2700-4605; Marlon, Jennifer/0000-0002-8299-9609			A Regional Perspective on Holocene Fire-Climate-Human Interactions in the Pacific Northwest of North America								ANNALS OF THE ASSOCIATION OF AMERICAN GEOGRAPHERS				105	6			1135	1157				10.1080/00045608.2015.1064457							Article	NOV 2 2015	2015										33	0	0	0	33	0	39			0004-5608	1467-8306											2015-11-04	WOS:000362947900002		
J	Billings, S. A.; Glaser, S. M.; Boone, A. S.; Stephen, F. M.				Billings, Sharon/I-5115-2013; Billings, Sharon/AAI-4139-2020	Billings, Sharon/0000-0003-1611-526X; Billings, Sharon/0000-0003-1611-526X			Nonlinear tree growth dynamics predict resilience to disturbance								ECOSPHERE				6	11					242			10.1890/ES15-00176.1							Article	NOV 2015	2015										11	0	0	0	6	0	11			2150-8925												2016-01-20	WOS:000367310600033		
J	Bohoussou, Kouakou Hilaire; Cornette, Raphael; Akpatou, Bertin; Colyn, Marc; Peterhans, Julian Kerbis; Kennis, Jan; Sumbera, Radim; Verheyen, Erik; N'Goran, Eliezer; Katuala, Pionus; Nicolas, Violaine				Nicolas, Violaine/N-9991-2017; Kennis, Jan/AAD-2244-2019; Kennis, Jan/D-4064-2018; Šumbera, Radim/D-9072-2016; VERHEYEN, ERIK K/E-5550-2013	Nicolas, Violaine/0000-0001-5384-7529; Kennis, Jan/0000-0002-6431-1372; Kennis, Jan/0000-0002-6431-1372; Šumbera, Radim/0000-0001-8658-9378; VERHEYEN, ERIK K/0000-0001-7157-1474; Cornette, Raphael/0000-0003-4182-4201			The phylogeography of the rodent genus Malacomys suggests multiple Afrotropical Pleistocene lowland forest refugia								JOURNAL OF BIOGEOGRAPHY				42	11			2049	2061				10.1111/jbi.12570							Article	NOV 2015	2015										33	0	0	0	32	0	33			0305-0270	1365-2699											2015-11-01	WOS:000362833700003		
J	Brown, Peter M.; Battaglia, Michael A.; Fornwalt, Paula J.; Gannon, Benjamin; Huckaby, Laurie S.; Julian, Chad; Cheng, Antony S.				Cheng, Antony/N-9538-2015	Cheng, Antony/0000-0002-0977-0381; Battaglia, Michael/0000-0002-4260-5804; Fornwalt, Paula/0000-0002-5252-408X			Historical (1860) forest structure in ponderosa pine forests of the northern Front Range, Colorado								CANADIAN JOURNAL OF FOREST RESEARCH				45	11			1462	1473				10.1139/cjfr-2014-0387							Article	NOV 2015	2015										36	1	0	0	28	0	36			0045-5067	1208-6037											2015-11-01	WOS:000363938900003		
