PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	VN	VH	DI	D2	L1	L2	L3	EA	SU	DT	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	LA	AS	AC	CG	DG	C1	C3	EC	DE	DA	UT	PM	
J	Gregory, Alex; Mitchell, Peter; Pargeter, Justin								Raw Material Surveys and Their Behavioral Implications in Highland Lesotho								JOURNAL OF PALEOLITHIC ARCHAEOLOGY				6	1					18			10.1007/s41982-023-00138-y							Article	JUN 2 2023	2023										0	0	0	0	0	0	0				2520-8217											2023-06-14	WOS:000999875800001		
J	de Soler, Bruno Gomez; Soto, Maria; Carrancho, Angel; Gispert-Guirado, Francesc; Mommsen, Hans; Morales, Juan Ignacio; del Pozo, Alicia Munoz; Roldan, Clodoaldo; Eixea, Aleix; Chacon, M. Gema; Soares-Remiseiro, Miguel; Vallverdu, Josep					Gomez de Soler, Bruno/0000-0002-2539-3811			A multi-technique approach to characterization: the Sant Marti de Tous chert as a prehistoric resource for the NE of the Iberian Peninsula								ARCHAEOLOGICAL AND ANTHROPOLOGICAL SCIENCES				15	6					85			10.1007/s12520-023-01780-x							Article	JUN 2023	2023										0	0	0	0	0	0	0			1866-9557	1866-9565											2023-06-02	WOS:000992900600001		
J	Pristakova, Michaela; Adamekova, Katarina; Petrik, Jan; Dresler, Petr; Prokes, Lubomir				Prišťáková, Michaela/AAV-3968-2021				Tracing the spatial organization and activity zones of an Early Mediaeval homestead at the Pohansko stronghold (Czechia) by combining geophysics and geochemical mapping								ARCHAEOLOGICAL PROSPECTION													10.1002/arp.1907					MAY 2023		Article; Early Access		2023										0	0	0	0	0	0	0			1075-2196	1099-0763											2023-06-16	WOS:000997056500001		
J	Wolfhagen, Jesse Langdon								Estimating the Ontogenetic Age and Sex Composition of Faunal Assemblages with Bayesian Multilevel Mixture Models								JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY													10.1007/s10816-023-09611-y					MAY 2023		Article; Early Access		2023										0	0	0	0	0	0	0			1072-5369	1573-7764											2023-06-03	WOS:000994733700001		
J	Maier, Andreas; John, Robin; Linsel, Florian; Roth, Georg; Antl-Weiser, Walpurga; Bauer, Lisa; Buchinger, Norbert; Cavak, Levin; Hoffmann, Helen; Puschmann, Janos; Schemmel, Marcel; Schmid, Viola C.; Simon, Ulrich; Thomas, Roswitha					Simon, Ulrich/0000-0002-0195-467X			Analyzing Trends in Material Culture Evolution-a Case Study of Gravettian Points from Lower Austria and Moravia								JOURNAL OF PALEOLITHIC ARCHAEOLOGY				6	1					15			10.1007/s41982-023-00145-z							Article	MAY 16 2023	2023										0	0	0	0	0	0	0				2520-8217											2023-06-03	WOS:000990585800001		
J	Partiot, Caroline; Santos, Frederic; Niel, Melissa; Delteil, Clemence; Lesieur, Emmanuelle; Chaumoitre, Kathia; Piercecchi, Marie-Dominique; Adalian, Pascal					Santos, Frederic/0000-0003-1445-3871			The distal femoral epiphysis used as a fetal maturity marker: Implications of extant medical data for bioarcheological analysis								INTERNATIONAL JOURNAL OF OSTEOARCHAEOLOGY													10.1002/oa.3240					MAY 2023		Article; Early Access		2023										0	0	0	0	0	0	0			1047-482X	1099-1212											2023-06-02	WOS:000987972900001		
J	Archer, W.; Presnyakova, D.; Heinrich, S.; Stahlschmidt, M. C.								A Predictive Model for the Non-Destructive Assessment of Stone Age Silcrete Heat Treatment Strategies								JOURNAL OF PALEOLITHIC ARCHAEOLOGY				6	1					14			10.1007/s41982-023-00141-3							Article	MAY 15 2023	2023										0	0	0	0	0	0	0				2520-8217											2023-05-28	WOS:000987153600001		
J	Otero, Felipe; Beguelin, Marien; Gordon, Florencia								A Blunt Force Trauma Analysis of Interpersonal Violence in Northern Patagonia and Southern Pampa (Argentina): An Experimental Perspective								LATIN AMERICAN ANTIQUITY										PII S1045663523000056			10.1017/laq.2023.5					MAY 2023		Article; Early Access		2023										0	0	0	0	0	0	0			1045-6635	2325-5080											2023-05-30	WOS:000985090200001		
J	Arencibia, Valeria; Munoz Hidalgo, Marianne; Crespo, Cristian; Maldonado, Lucas; Lichtenstein, Gabriel; Kamenetzky, Laura; Vera, Pablo; Zangrando, Atilio F.; Tessone, Augusto; Avena, Sergio; Lia, Veronica; Puebla, Andrea; Dejean, Cristina					Arencibia, Valeria/0000-0002-5360-2457			Ancient Human Mitogenome of the Beagle Channel (Tierra del Fuego): An Argentine Collaborative Project								LATIN AMERICAN ANTIQUITY										PII S1045663523000135			10.1017/laq.2023.13					MAY 2023		Article; Early Access		2023										0	0	0	0	0	0	0			1045-6635	2325-5080											2023-05-21	WOS:000985169000001		
J	Ma, Shuwen; Doyon, Luc; Zhang, Yameng; Li, Zhanyang								Disentangling carcass processing activities and the state of worked hide from use-wear patterns on expedient bone tools: A preliminary experiment								JOURNAL OF ARCHAEOLOGICAL SCIENCE-REPORTS				49						104027			10.1016/j.jasrep.2023.104027					MAY 2023		Article	JUN 2023	2023										0	0	0	0	0	0	0			2352-409X												2023-06-19	WOS:001003676000001		
J	Daems, Dries; Coco, Emily; Gillreath-Brown, Andrew; Kafetzaki, Danai					Gillreath-Brown, Andrew/0000-0002-2272-5542; Daems, Dries/0000-0002-6444-9013			The Effects of Time-Averaging on Archaeological Networks								JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY													10.1007/s10816-023-09608-7					MAY 2023		Article; Early Access		2023										0	0	0	0	0	0	0			1072-5369	1573-7764											2023-05-18	WOS:000982387900001		
J	Milon, Juliette; Bouchaud, Charlene; Viot, Christopher; Lemoine, Michel; Cucchi, Thomas								Exploring the carbonization effect on the interspecific identification of cotton (Gossypium spp.) seeds using classical and 2D geometric morphometrics								JOURNAL OF ARCHAEOLOGICAL SCIENCE-REPORTS				49						104007			10.1016/j.jasrep.2023.104007					MAY 2023		Article	JUN 2023	2023										0	0	0	0	0	0	0			2352-409X												2023-06-20	WOS:001003647700001		
J	Peripoli, Beatrice; Gigante, Melania; Mahoney, Patrick; McFarlane, Gina; Coppa, Alfredo; Lugli, Federico; Lauria, Gabriele; Bondioli, Luca; Sconzo, Paola; Sineo, Luca; Nava, Alessia					McFarlane, Gina/0000-0002-7441-2281			Exploring prenatal and neonatal life history through dental histology in infants from the Phoenician necropolis of Motya (7th-6th century BCE)								JOURNAL OF ARCHAEOLOGICAL SCIENCE-REPORTS				49						104024			10.1016/j.jasrep.2023.104024					MAY 2023		Article	JUN 2023	2023										0	0	0	0	0	0	0			2352-409X												2023-06-18	WOS:001003161200001		
J	Essel, Elena; Zavala, Elena I.; Schulz-Kornas, Ellen; Kozlikin, Maxim B.; Fewlass, Helen; Vernot, Benjamin; Shunkov, Michael V.; Derevianko, Anatoly P.; Douka, Katerina; Barnes, Ian; Soulier, Marie-Cecile; Schmidt, Anna; Szymanski, Merlin; Tsanova, Tsenka; Sirakov, Nikolay; Endarova, Elena; McPherron, Shannon P.; Hublin, Jean-Jacques; Kelso, Janet; Paeaebo, Svante; Hajdinjak, Mateja; Soressi, Marie; Meyer, Matthias				; Douka, Katerina/L-3287-2014	Essel, Elena/0000-0002-2642-8043; Zavala, Elena/0000-0001-7687-5370; Szymanski, Merlin/0000-0001-8501-2497; Barnes, Ian/0000-0001-8322-6918; Douka, Katerina/0000-0002-0558-0011; Kozlikin, Maxim/0000-0001-5082-3345			Ancient human DNA recovered from a Palaeolithic pendant								NATURE													10.1038/s41586-023-06035-2					MAY 2023		Article; Early Access		2023										1	0	0	0	0	0	1			0028-0836	1476-4687											2023-06-24	WOS:000991687000019	37138083	
J	Coltofean-Arizancu, Laura; Gaydarska, Bisserka; Plutniak, Sebastien; Mary, Laura; Hlad, Marta; Algrain, Isabelle; Pasquini, Beline; Vandevelde, Segolene; Stamataki, Elisavet; Janezic, Polona; Wouters, Barbora; Sengelov, Amanda				; Plutniak, Sebastien/K-4861-2017	Wouters, Barbora/0000-0002-2494-7026; Vandevelde, Segolene/0000-0002-0399-4560; Stamataki, Elisavet/0000-0002-7010-2585; Algrain, Isabelle/0000-0002-4370-0088; Plutniak, Sebastien/0000-0002-6674-3806; Coltofean, Laura/0000-0002-2233-3565			Harassment, assault, bullying and intimidation (HABI) in archaeology: a Europe-wide survey								ANTIQUITY													10.15184/aqy.2023.58					MAY 2023		Article; Early Access		2023										0	0	0	0	0	0	0			0003-598X	1745-1744											2023-05-17	WOS:000981513000001		
J	Brassard, C.; Evin, A.; Ameen, C.; Curth, S.; Michaud, M.; Tamagnini, D.; Dobney, K.; Guintard, C.; Porcier, S.; Jerbi, H.								Wild or domestic? A 3D approach applied to crania to revisit the identification of mummified canids from ancient Egypt								ARCHAEOLOGICAL AND ANTHROPOLOGICAL SCIENCES				15	5					59			10.1007/s12520-023-01760-1							Article	MAY 2023	2023										0	0	0	0	0	0	0			1866-9557	1866-9565											2023-05-06	WOS:000970739400001		
J	Koukli, Marianna; Siegmund, Frank; Papageorgopoulou, Christina								Stature estimation in Ancient Greece: population-specific equations and secular trends from 9000 BC to 900 AD								ARCHAEOLOGICAL AND ANTHROPOLOGICAL SCIENCES				15	5					53			10.1007/s12520-023-01744-1							Article	MAY 2023	2023										0	0	0	0	0	0	0			1866-9557	1866-9565											2023-05-28	WOS:000983405200002		
J	Way, Amy Mosig; Koungoulos, Loukas; Wyatt-Spratt, Simon; Hiscock, Peter								Investigating hafting and composite tool repair as factors creating variability in backed artefacts: Evidence from Ngungara (Weereewa/Lake George), south-eastern Australia								ARCHAEOLOGY IN OCEANIA													10.1002/arco.5292					APR 2023		Article; Early Access		2023										0	0	0	0	0	0	0			0728-4896	1834-4453											2023-05-12	WOS:000977014900001		
J	Suhrbier, Stefan; Scharl, Silviane								Combining geometric morphometrics and redundancy analysis to analyse Neolithic architecture-A case study on southwest German longhouses 5000-4500 BCE								JOURNAL OF ARCHAEOLOGICAL SCIENCE				154						105771			10.1016/j.jas.2023.105771					APR 2023		Article	JUN 2023	2023										0	0	0	0	0	0	0			0305-4403	1095-9238											2023-06-05	WOS:000988674400001		
J	Diaz-Rodriguez, Mikel; Fabregas-Valcarce, Ramon; Perez-Alberti, Augusto								A predictive model for Palaeolithic sites: A case study of Monforte de Lemos basin, NW Iberian Peninsula								JOURNAL OF ARCHAEOLOGICAL SCIENCE-REPORTS				49						104012			10.1016/j.jasrep.2023.104012					APR 2023		Article	JUN 2023	2023										0	0	0	0	0	0	0			2352-409X												2023-06-24	WOS:001003742400001		
J	Peeples, Matthew A.; Bischoff, Robert J.								Archaeological networks, community detection, and critical scales of interaction in the US Southwest/Mexican Northwest								JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY				70						101511			10.1016/j.jaa.2023.101511					APR 2023		Article	JUN 2023	2023										0	0	0	0	0	0	0			0278-4165	1090-2686											2023-05-21	WOS:000985281700001		
J	Boulanger, C.; Hawkins, S.; Carro, S. C. Samper; Ono, R.; O'Connor, S.					Boulanger, Clara/0000-0002-5358-6477; Samper Carro, Sofia Cristina/0000-0002-0743-4026			Continuity and variability in prehistoric fishing practices by Homo sapiens in Island Southeast Asia: new ichthyofaunal data from Asitau Kuru, Timor-Leste								WORLD ARCHAEOLOGY				54	2	SI		288	316				10.1080/00438243.2023.2192518					APR 2023		Article	MAR 15 2022	2022										0	0	0	0	0	0	0			0043-8243	1470-1375											2023-05-14	WOS:000972423700001		
J	Pargeter, Justin; Brooks, Alison; Douze, Katja; Eren, Metin; Groucutt, Huw S.; McNeil, Jessica; Mackay, Alex; Ranhorn, Kathryn; Scerri, Eleanor; Shaw, Matthew; Tryon, Christian; Will, Manuel; Leplongeon, Alice				Leplongeon, Alice/AAI-6472-2021	Leplongeon, Alice/0000-0001-8464-8063; Douze, Katja/0000-0001-9997-1605; Shaw, Matthew/0000-0003-3690-8523			Replicability in Lithic Analysis								AMERICAN ANTIQUITY				88	2			163	186	PII S0002731623000045			10.1017/aaq.2023.4					APR 2023		Article	APR 2023	2023										0	0	0	0	0	0	0			0002-7316	2325-5064											2023-05-23	WOS:000970414100001		
J	Aranibar, Julieta; Molina, Julieta Arco; Neme, Gustavo; Roig, Fidel; Cabral, Diego; Quiroga, Gisela; Dauverne, Armando; Alvarez, Leandro; Gil, Adolfo								Stable Isotope Composition (C and N) of Vegetation in Subtropical Andes: Piedmont 'Anomaly' and its Implications for Paleo (Ecology) and Human Diet Reconstruction								ENVIRONMENTAL ARCHAEOLOGY													10.1080/14614103.2023.2190684					APR 2023		Article; Early Access		2023										0	0	0	0	0	0	0			1461-4103	1749-6314											2023-05-11	WOS:000969089600001		
J	Delagnes, Anne; Brenet, Michel; Gravina, Brad; Santos, Frederic					Santos, Frederic/0000-0003-1445-3871			Exploring the relative influence of raw materials, percussion techniques, and hominin skill levels on the diversity of the early Oldowan assemblages: Insights from the Shungura Formation, Lower Omo Valley, Ethiopia								PLOS ONE				18	4								10.1371/journal.pone.0283250							Article	APR 5 2023	2023										0	0	0	0	0	0	0			1932-6203												2023-05-28	WOS:000967987200002	37018222	
J	Moclan, Abel; Huguet, Rosa; Marquez, Belen; Alvarez-Fernandez, Ana; Laplana, Cesar; Arsuaga, Juan Luis; Perez-Gonzalez, Alfredo; Baquedano, Enrique				Laplana, Cesar/H-6532-2015; Moclan, Abel/J-5977-2017; Marquez, Belen/G-5744-2014	Laplana, Cesar/0000-0002-2067-4091; Moclan, Abel/0000-0001-5555-7760; Marquez, Belen/0000-0001-8979-6612; Arsuaga, Juan Luis/0000-0001-5361-2295			Identifying activity areas in a neanderthal hunting camp (the Navalmaillo Rock Shelter, Spain) via spatial analysis								ARCHAEOLOGICAL AND ANTHROPOLOGICAL SCIENCES				15	4					44			10.1007/s12520-023-01746-z							Article	APR 2023	2023										0	0	0	0	0	0	0			1866-9557	1866-9565											2023-04-02	WOS:000950781700001		
J	Sobala, Michal					Sobala, Michal/0000-0002-1870-8096			Detection of past landscape elements in marginal mountain areas-the example of the Western Carpathians								ARCHAEOLOGICAL AND ANTHROPOLOGICAL SCIENCES				15	4					48			10.1007/s12520-023-01750-3							Article	APR 2023	2023										0	0	0	0	0	0	0			1866-9557	1866-9565											2023-04-14	WOS:000957504300002		
J	Walker, Robert S.; Ferguson, Jeffrey R.; Olmeda, Angelica; Hamilton, Marcus J.; Elghammer, Jim; Buchanan, Briggs								Predicting the geographic distribution of ancient Amazonian archaeological sites with machine learning								PEERJ				11						e15137			10.7717/peerj.15137							Article	MAR 31 2023	2023										0	0	0	0	0	0	0			2167-8359												2023-06-12	WOS:000996366500001	37020851	
J	Stivrins, Normunds; Donina, Inga; Auns, Muntis; Blaus, Ansis; Liiv, Merlin; Steinberga, Dace; Jasiunas, Nauris; Grudzinska, Ieva				Stivrins, Normunds/H-5661-2019	Stivrins, Normunds/0000-0002-1136-0146			Anthropogenic impact on a seacoast landscape during the last 1300 years in central Latvia, Northeastern Europe								GEOARCHAEOLOGY-AN INTERNATIONAL JOURNAL				38	4			466	481				10.1002/gea.21961					MAR 2023		Article	JUL 2023	2023										0	0	0	0	0	0	0			0883-6353	1520-6548											2023-04-13	WOS:000957114000001		
J	Elgorriaga, Andres; Atkinson, Brian A.					Elgorriaga, Andres/0000-0002-4501-011X			Cretaceous pollen cone with three-dimensional preservation sheds light on the morphological evolution of cycads in deep time								NEW PHYTOLOGIST				238	4			1695	1710				10.1111/nph.18852					MAR 2023		Article	MAY 2023	2023										2	0	0	0	0	0	2			0028-646X	1469-8137											2023-04-07	WOS:000956463800001	36943236	
J	Hermsen, Elizabeth J.					Hermsen, Elizabeth/0000-0003-2666-4385			Pliocene seeds of Passiflora subgenus Decaloba (Gray Fossil Site, Tennessee) and the impact of the fossil record on understanding the diversification and biogeography of Passiflora								AMERICAN JOURNAL OF BOTANY				110	3					e16137			10.1002/ajb2.16137					MAR 2023		Article	MAR 2023	2023										0	0	0	0	0	0	0			0002-9122	1537-2197											2023-04-03	WOS:000949121800001	36735676	
J	Burke, A.; Bisson, M.; Schilt, F.; Tolan, S.; Museba, J.; Drapeau, M. S. M.; Aleman, J. C.; Peros, M. C.					Schilt, Flora/0000-0002-2144-3017			The archaeological potential of the northern Luangwa Valley, Zambia: The Luwumbu basin								PLOS ONE				18	3					e0269209			10.1371/journal.pone.0269209							Article	MAR 14 2023	2023										0	0	0	0	0	0	0			1932-6203												2023-04-07	WOS:000952287100018	36917590	
J	Cheverko, Colleen M. M.; Schrader, Sarah A. A.; Torres, Christina M. M.; Pestle, William J. J.; Hubbe, Mark					Cheverko, Colleen/0000-0002-9065-1768; Schrader, Sarah/0000-0003-0424-6748; Torres, Christina M./0000-0001-6759-2977			Emerging inequality in the San Pedro de Atacama oases (Chile): An investigation of entheseal patterns using ANCOVA and factorial ANOVA								INTERNATIONAL JOURNAL OF OSTEOARCHAEOLOGY				33	3	SI		402	418				10.1002/oa.3217					MAR 2023		Article	MAY 2023	2023										0	0	0	0	0	0	0			1047-482X	1099-1212											2023-04-02	WOS:000951560500001		
J	Monks, Carly; Stannard, Georgia L. L.; Ouzman, Sven; Manne, Tiina; Garside, Joel; Ulm, Sean				Manne, Tiina/B-3791-2019; Ulm, Sean/A-3854-2010; Monks, Carly/G-5109-2014; Ouzman, Sven/M-2950-2013	Manne, Tiina/0000-0003-2202-791X; Ulm, Sean/0000-0001-6653-9963; Stannard, Georgia/0000-0003-2369-1118; Monks, Carly/0000-0001-8307-7043; Ouzman, Sven/0000-0002-9379-2996			Why do students enrol in archaeology at Australian universities? Understanding pre-enrolment experiences, motivations, and career expectations								AUSTRALIAN ARCHAEOLOGY				89	1			32	46				10.1080/03122417.2023.2175949					MAR 2023		Article	JAN 2 2023	2023										0	0	0	0	0	0	0			0312-2417	2470-0363											2023-03-30	WOS:000948602400001		
J	Proffitt, Tomos; Reeves, Jonathan S.; Braun, David R.; Malaivijitnond, Suchinda; Luncz, Lydia V.					Braun, David/0000-0002-7300-2635; Reeves, Jonathan S./0000-0002-2017-0539			Wild macaques challenge the origin of intentional tool production								SCIENCE ADVANCES				9	10					eade8159			10.1126/sciadv.ade8159							Article	MAR 10 2023	2023										1	0	0	0	0	0	1			2375-2548												2023-04-30	WOS:000960951400012	36897944	
J	Romeiro-Brito, Monique; Khan, Gulzar; Perez, Manolo F.; Zappi, Daniela C.; Taylor, Nigel P.; Olsthoorn, Gerardus; Franco, Fernando F.; Moraes, Evandro M.				Zappi, Daniela C/F-9007-2015; Perez, Manolo Fernandez/H-2243-2012; Moraes, Evandro/A-4387-2009	Zappi, Daniela C/0000-0001-6755-2238; Perez, Manolo Fernandez/0000-0002-4642-7793; Moraes, Evandro/0000-0003-4197-0794; gulzar, khan/0000-0001-6870-8935; Romeiro-Brito, Monique/0000-0002-6798-5751			Revisiting phylogeny, systematics, and biogeography of a Pleistocene radiation								AMERICAN JOURNAL OF BOTANY				110	3								10.1002/ajb2.16134					MAR 2023		Article	MAR 2023	2023										0	0	0	0	0	0	0			0002-9122	1537-2197											2023-03-27	WOS:000945156500001	36708517	
J	Wilks, Stefania; Louderback, Lisbeth A.					Wilks, Stefania/0000-0003-3752-8856			Identification of starch granules on ground stone tools exposed to fire								JOURNAL OF ARCHAEOLOGICAL SCIENCE-REPORTS				48						103923			10.1016/j.jasrep.2023.103923					MAR 2023		Article	APR 2023	2023										0	0	0	0	0	0	0			2352-409X												2023-06-14	WOS:000999075300001		
J	Silva-Martinez, Ana Frida; Zuniga-Vega, J. Jaime; Arroyo-Cabrales, Joaquin; Sanchez-Gonzalez, Luis A.								Changes in body size in some bird species from the Yucatan peninsula since the Late Pleistocene								INTERNATIONAL JOURNAL OF OSTEOARCHAEOLOGY													10.1002/oa.3219					MAR 2023		Article; Early Access		2023										0	0	0	0	0	0	0			1047-482X	1099-1212											2023-03-27	WOS:000943692200001		
J	Esposito, Carmen; Gigante, Melania; Lugli, Federico; Miranda, Pasquale; Cavazzuti, Claudio; Sperduti, Alessandra; Pacciarelli, Marco; Stoddart, Simon; Reimer, Paula; Malone, Caroline; Bondioli, Luca; Mueller, Wolfgang					Reimer, Paula/0000-0001-9238-2146; Gigante, Melania/0000-0003-4028-4012			Intense community dynamics in the pre-Roman frontier site of Fermo (ninth-fifth century BCE, Marche, central Italy) inferred from isotopic data								SCIENTIFIC REPORTS				13	1								10.1038/s41598-023-29466-3							Article	MAR 3 2023	2023										0	0	0	0	0	0	0			2045-2322												2023-06-11	WOS:000989353500023	36869081	
J	Viteri, Maria C.; Stegner, M. Allison; Hadly, Elizabeth A.								Bothersome burrowers: Tracking the impact of Botta's pocket gopher (Thomomys bottae) bioturbation on a late-Holocene site								JOURNAL OF ARCHAEOLOGICAL SCIENCE-REPORTS				48						103848			10.1016/j.jasrep.2023.103848					MAR 2023		Article	APR 2023	2023										0	0	0	0	0	0	0			2352-409X												2023-06-11	WOS:000999114600001		
J	Bowie, Rauri C. K.; Monahan, William B.; Fjeldsa, Jon				Bowie, Rauri/H-9165-2019	Bowie, Rauri/0000-0001-8328-6021			Climate Cycles, Habitat Stability, and Lineage Diversification in an African Biodiversity Hotspot								DIVERSITY-BASEL				15	3					394			10.3390/d15030394							Review	MAR 2023	2023										0	0	0	0	0	0	0				1424-2818											2023-04-26	WOS:000956483400001		
J	Larsson, Mikael; Bergman, Jakob								Experimental approach to evaluate the effect of growing conditions on cereal grain size and its relevance for interpreting archaeological cereal grain assemblages								JOURNAL OF ARCHAEOLOGICAL SCIENCE				152						105752			10.1016/j.jas.2023.105752					MAR 2023		Article	APR 2023	2023										0	0	0	0	0	0	0			0305-4403	1095-9238											2023-04-05	WOS:000952544100001		
J	Mazei, Yuri A.; Tsyganov, Andrey N.; Ershova, Ekaterina G.; Mazei, Natalia G.; Pimenov, Valery E.; Kotlyarova, Elizaveta V.; Kuzmenkova, Natalia V.; Paramonov, Mikhail S.; Chulei, Artemii D.; Makarova, Anastasiya D.; Zhirov, Ivan A.; Tsaregorodtseva, Anna A.; Zhuravleva, Marina V.; Kitashov, Andrey V.; Ding, Ping; Kalmykov, Stepan N.				Pimenov, Valerii/HPG-9604-2023; Mazei, Yuri/B-5358-2013; Tsyganov, Andrey/E-6743-2015; Ershova, Ekaterina/C-6508-2014	Pimenov, Valerii/0009-0002-1428-5185; Mazei, Yuri/0000-0002-5443-8919; Tsyganov, Andrey/0000-0002-5660-8432; Ershova, Ekaterina/0000-0002-5421-9572			Multi-Proxy Paleoecological Reconstruction of Peatland Initiation, Development and Restoration in an Urban Area (Moscow, Russia)								DIVERSITY-BASEL				15	3					448			10.3390/d15030448							Article	MAR 2023	2023										0	0	0	0	0	0	0				1424-2818											2023-04-13	WOS:000958803500001		
J	Weitzel, Elic M.								Resilience of white-tailed deer (Odocoileus virginianus) to human hunting in precolonial New England: The faunal remains from the Morgan Site (6HT120), Rocky Hill, Connecticut								JOURNAL OF ARCHAEOLOGICAL SCIENCE-REPORTS				48						103913			10.1016/j.jasrep.2023.103913					FEB 2023		Article	APR 2023	2023										0	0	0	0	0	0	0			2352-409X												2023-06-14	WOS:000998020600001		
J	Mesfin, Isis; Benjamim, Maria-Helena; Lebatard, Anne-Elisabeth; Saos, Thibaud; Pleurdeau, David; Matos, Jorge; Lotter, Matt					MESFIN, ISIS/0000-0003-1322-6925			Evidence for Earlier Stone Age 'coastal use': The site of Dungo IV, Benguela Province, Angola								PLOS ONE				18	2								10.1371/journal.pone.0278775							Article	FEB 24 2023	2023										0	0	0	0	0	0	0			1932-6203												2023-05-28	WOS:000972006100024	36827267	
J	Wilson, Evan Patrick; Stout, Dietrich; Liu, Cheng; Kilgore, Megan Beney; Pargeter, Justin				Pargeter, Justin/HZH-8226-2023; Liu, Cheng/ABF-4099-2020	Liu, Cheng/0000-0002-1950-7376; Stout, Dietrich/0000-0003-3555-7637			Skill and Core Uniformity: An Experiment with Oldowan-like Flaking Systems								LITHIC TECHNOLOGY													10.1080/01977261.2023.2178767					FEB 2023		Article; Early Access		2023										0	0	0	0	0	0	0			0197-7261	2051-6185											2023-03-13	WOS:000936128800001		
J	Uzunidis, Antigone; Mion, Leia; Boulbes, Nicolas; Renaud, Audrey; Gailledrat, Eric; Gardeisen, Armelle					Antigone, Uzunidis/0000-0002-3500-7080			War Horses and Equine Herd Feeding Management at the End of the Third Century BC: New Insights from Pech Maho (Southern France)								ENVIRONMENTAL ARCHAEOLOGY													10.1080/14614103.2023.2176609					FEB 2023		Article; Early Access		2023										1	0	0	0	0	0	1			1461-4103	1749-6314											2023-03-17	WOS:000932855000001		
J	Burns, Gregory R.; Eerkens, Jelmer W.; Spero, Howard J.; Rosenthal, Jeffrey S.								Isotopic Evidence of Sources for Central California Olivella Beads								CALIFORNIA ARCHAEOLOGY													10.1080/1947461X.2023.2173772					FEB 2023		Article; Early Access		2023										1	0	0	0	0	0	1			1947-461X	1947-4628											2023-03-08	WOS:000928987900001		
J	Matas, Gonzalo J. Linares								Memory, agency, and labor mobilization in the monumental funerary landscapes of southeastern Mauritania, West Africa								JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY				70						101488			10.1016/j.jaa.2023.101488					FEB 2023		Article	JUN 2023	2023										0	0	0	0	0	0	0			0278-4165	1090-2686											2023-03-23	WOS:000945062500001		
J	Gaastra, Jane S.								Domesticating details: 3D geometric morphometrics for the zooarchaeological discrimination of wild, domestic and proto-domestic sheep (Ovis aries) and goat (Capra hircus) populations								JOURNAL OF ARCHAEOLOGICAL SCIENCE				151						105723			10.1016/j.jas.2023.105723					FEB 2023		Article	MAR 2023	2023										1	0	0	0	0	0	1			0305-4403	1095-9238											2023-04-28	WOS:000967176400001		
J	Lodwick, Lisa								Cultivating Villa Economies: Archaeobotanical and Isotopic Evidence for Iron Age to Roman Agricultural Practices on the Chalk Downlands of Southern Britain								EUROPEAN JOURNAL OF ARCHAEOLOGY										PII S146195712200047X			10.1017/eaa.2022.47					FEB 2023		Article; Early Access		2023										0	0	0	0	0	0	0			1461-9571	1741-2722											2023-03-08	WOS:000929156400001		
J	Crema, Enrico R.; Bortolini, Eugenio; Lake, Mark				Crema, Enrico R./Q-3220-2017	Crema, Enrico R./0000-0001-6727-5138; BORTOLINI, EUGENIO/0000-0001-6751-5680			How Cultural Transmission Through Objects Impacts Inferences About Cultural Evolution								JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY													10.1007/s10816-022-09599-x					FEB 2023		Article; Early Access		2023										0	0	0	0	0	0	0			1072-5369	1573-7764											2023-02-17	WOS:000922003700001		
J	Le Moyne, Charles; Roberts, Patrick; Hua, Quan; Bleasdale, Madeleine; Desideri, Jocelyne; Boivin, Nicole; Crowther, Alison				; Crowther, Alison/B-7854-2016	Le Moyne, Charles/0000-0003-1346-6873; Crowther, Alison/0000-0002-2394-1917			Ecological flexibility and adaptation to past climate change in the Middle Nile Valley: A multiproxy investigation of dietary shifts between the Neolithic and Kerma periods at Kadruka 1 and Kadruka 21								PLOS ONE				18	2					e0280347			10.1371/journal.pone.0280347							Article	FEB 2 2023	2023										1	0	0	0	0	0	1			1932-6203												2023-05-11	WOS:000974715500001	36730175	
J	Tsirintoulaki, Kalliroi; Matzig, David Nicolas; Riede, Felix				Riede, Felix/C-1767-2008	Riede, Felix/0000-0002-4879-7157; Matzig, David Nicolas/0000-0001-7349-5401			A 2D Geometric Morphometric Assessment of Chrono-Cultural Trends in Osseous Barbed Points of the European Final Palaeolithic and Early Mesolithic								OPEN ARCHAEOLOGY				9	1					20220276			10.1515/opar-2022-0276							Article	JAN 26 2023	2023										0	0	0	0	0	0	0			2300-6560												2023-02-19	WOS:000922939100001		
