PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	VN	VH	DI	D2	L1	L2	L3	EA	SU	DT	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	LA	AS	AC	CG	DG	C1	C3	EC	DE	DA	UT	PM	
J	Mesfin, Isis; Texier, Pierre-Jean								Prepared core technology from the Early Pleistocene site of Nyabusosi 18, Uganda								JOURNAL OF ARCHAEOLOGICAL SCIENCE-REPORTS				46						103695			10.1016/j.jasrep.2022.103695					NOV 2022		Article	DEC 2022	2022										1	0	0	0	1	0	1			2352-409X												2022-12-08	WOS:000890477600001		
J	Codlin, Maria C.; Douka, Katerina; Richter, Kristine K.					Codlin, Maria C./0000-0001-5617-9415			An application of zooms to identify archaeological avian fauna from Teotihuacan, Mexico								JOURNAL OF ARCHAEOLOGICAL SCIENCE				148						105692			10.1016/j.jas.2022.105692					NOV 2022		Article	DEC 2022	2022										0	0	0	0	0	0	0			0305-4403	1095-9238											2022-11-25	WOS:000881812800001		
J	Przesmycka, Agata; Tomczyk, Jacek; Zalewska, Marta; Regulski, Piotr				Zalewska, Marta/HKW-8117-2023; Regulski, Piotr/AAS-3298-2021	Zalewska, Marta/0000-0002-8163-961X; Regulski, Piotr/0000-0002-3692-3582; Tomczyk, Jacek/0000-0002-0605-665X			Root and root canal diversity in human permanent maxillary first premolars and first molars in inhabitants from the ancient Middle Euphrates Valley (Syria)								INTERNATIONAL JOURNAL OF OSTEOARCHAEOLOGY				33	1			16	25				10.1002/oa.3170					OCT 2022		Article	JAN 2023	2023										0	0	0	0	0	0	0			1047-482X	1099-1212											2022-11-13	WOS:000876356700001		
J	Wiezik, Maros; Jamrichova, Eva; Malis, Frantisek; Belanova, Eliska; Hrivnak, Richard; Hajek, Michal; Hajkova, Petra				Hájková, Petra/H-1588-2014; Hrivnák, Richard/K-2092-2013; Hájek, Michal/H-1648-2014	Hájková, Petra/0000-0003-1434-7825; Hrivnák, Richard/0000-0003-0716-4553; Hájek, Michal/0000-0002-5201-2682			Transformation of West-Carpathian primeval woodlands into high-altitude grasslands from as early as the Bronze Age								VEGETATION HISTORY AND ARCHAEOBOTANY				32	2			205	220				10.1007/s00334-022-00896-9					OCT 2022		Article	MAR 2023	2023										0	0	0	0	0	0	0			0939-6314	1617-6278											2022-11-11	WOS:000876847600001		
J	Ayala, Gianna; Bogaard, Amy; Charles, Michael; Wainwright, John				Wainwright, John/E-1425-2012	Wainwright, John/0000-0002-0680-980X			Resilience and adaptation of agricultural practice in Neolithic catalhoyuk, Turkey								WORLD ARCHAEOLOGY				54	3	SI		407	428				10.1080/00438243.2022.2125058					OCT 2022		Article	MAY 27 2022	2022										0	0	0	0	0	0	0			0043-8243	1470-1375											2022-11-13	WOS:000875570500001		
J	Krebs, Patrik; Ulmke, Fabiano; Tinner, Willy; Conedera, Marco				Tinner, Willy/F-6727-2013	Tinner, Willy/0000-0001-7352-0144; Krebs, Patrik/0000-0001-7834-5509			The Roman Legacy on European Chestnut and Walnut Arboriculture								ENVIRONMENTAL ARCHAEOLOGY													10.1080/14614103.2022.2137648					OCT 2022		Article; Early Access		2022										1	0	0	0	1	0	1			1461-4103	1749-6314											2022-11-18	WOS:000879644400001		
J	Bustos-Perez, Guillermo; Baena Preysler, Javier								Multiple approaches to predicting flake mass								JOURNAL OF ARCHAEOLOGICAL SCIENCE-REPORTS				46						103698			10.1016/j.jasrep.2022.103698					OCT 2022		Article	DEC 2022	2022										0	0	0	0	0	0	0			2352-409X												2022-12-25	WOS:000891512900005		
J	Palacios, Olga; Antonio Barcelo, Juan; Delgado, Rosario					Delgado, Rosario/0000-0003-1208-9236; Palacios, Olga/0000-0002-8580-6315			Exploring the role of ecology and social organisation in agropastoral societies: A Bayesian network approach								PLOS ONE				17	10					e0276088			10.1371/journal.pone.0276088							Article	OCT 26 2022	2022										0	0	0	0	0	0	0			1932-6203												2023-04-11	WOS:000924686200041	36288335	
J	Finestone, Emma M.; Breeze, Paul S.; Breitenbach, Sebastian F. M.; Drake, Nick; Bergmann, Laura; Maksudov, Farhod; Muhammadiyev, Akmal; Scott, Pete; Cai, Yanjun; Khatsenovich, Arina M.; Rybin, Evgeny P.; Nehrke, Gernot; Boivin, Nicole; Petra, Michael				Khatsenovich, Arina M./Q-2842-2016; Maksudov, Farhod/L-3079-2016; Scott, Peter M/N-4355-2017	Khatsenovich, Arina M./0000-0002-8093-5716; Maksudov, Farhod/0000-0002-8492-0634; Scott, Peter M/0000-0002-1352-5901; Breeze, Paul/0000-0003-2575-8021; Breitenbach, Sebastian/0000-0001-9615-2065			Paleolithic occupation of arid Central Asia in the Middle Pleistocene								PLOS ONE				17	10					e0273984			10.1371/journal.pone.0273984							Article	OCT 21 2022	2022										0	0	0	0	0	0	0			1932-6203												2023-02-23	WOS:000923638200001	36269723	
J	Liu, Lina; Wang, Nannan; Zhang, Yanrong; Yu, Xiaoshan; Cao, Xianyong					Cao, Xianyong/0000-0001-5633-2256			Performance of vegetation cover reconstructions using lake and soil pollen samples from the Tibetan Plateau								VEGETATION HISTORY AND ARCHAEOBOTANY				32	2			157	169				10.1007/s00334-022-00891-0					OCT 2022		Article	MAR 2023	2023										0	0	0	0	0	0	0			0939-6314	1617-6278											2022-10-31	WOS:000870918700001		
J	Meszaros, Ilona; Adorjan, Balazs; Nyitrai, Balazs; Kanalas, Peter; Olah, Viktor; Levanic, Tom				Oláh, Viktor/AAN-5029-2020	Oláh, Viktor/0000-0001-5410-5914			Long-term radial growth and climate-growth relationships of Quercus petraea (Matt.) Liebl. and Quercus cerris L. in a xeric low elevation site from Hungary								DENDROCHRONOLOGIA				76									10.1016/j.dendro.2022.126014					OCT 2022		Article	DEC 2022	2022										0	0	0	0	0	0	0			1125-7865	1612-0051											2023-01-13	WOS:000899737200004		
J	Marchenko, D. V.; Zhilich, S. V.; Rybin, E. P.; Nokhrina, T. I.; Bazargur, D.; Gunchinsuren, B.; Olsen, J. W.; Khatsenovich, A. M.				Khatsenovich, Arina M./Q-2842-2016; Olsen, John W./AAB-6653-2022; Byambaa, Gunchinsuren/AAS-6454-2021; Zhilich, Snezhana/B-5733-2016	Khatsenovich, Arina M./0000-0002-8093-5716; Olsen, John W./0000-0001-5295-7451; Byambaa, Gunchinsuren/0000-0001-5052-5081; Zhilich, Snezhana/0000-0002-0365-0602			Evidence of wildfire versus anthropogenic combustion features: Spatial and macro-charcoal analyses of the final middle Paleolithic horizon at Orkhon 7, central Mongolia								ARCHAEOLOGICAL RESEARCH IN ASIA				32						100409			10.1016/j.ara.2022.100409					OCT 2022		Article	DEC 2022	2022										0	0	0	0	0	0	0			2352-2267	2352-2275											2022-11-24	WOS:000880834000001		
J	Saez-Hernandez, Roberto; Antela, Kevin U.; Gallello, Gianni; Cervera, M. Luisa; Mauri-Aucejo, Adela R.				Gallello, Gianni/AAM-6206-2020; Cervera, M. Luisa/AAA-5914-2019	Gallello, Gianni/0000-0003-3641-8815; Cervera, M. Luisa/0000-0002-7190-6067; Saez-Hernandez, Roberto/0000-0001-9010-9445			A smartphone-based innovative approach to discriminate red pigments in roman frescoes mock-ups								JOURNAL OF CULTURAL HERITAGE				58				156	166				10.1016/j.culher.2022.10.003					OCT 2022		Article	NOV-DEC 2022	2022										0	0	0	0	0	0	0			1296-2074	1778-3674											2022-11-15	WOS:000877579300003		
J	Otarola-Castillo, Erik R.; Torquato, Melissa G.; Keevil, Trevor L.; May, Alejandra; Coon, Sarah; Stow, Evalyn J.; Rapes, John B.; Harris, Jacob A.; Marean, Curtis W.; Eren, Metin, I; Shea, John J.								A New Approach to the Quantitative Analysis of Bone Surface Modifications: the Bowser Road Mastodon and Implications for the Data to Understand Human-Megafauna Interactions in North America								JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY													10.1007/s10816-022-09583-5					OCT 2022		Article; Early Access		2022										0	0	0	0	0	0	0			1072-5369	1573-7764											2022-10-22	WOS:000867599200001		
J	Hufthammer, Anne Karin; Hufthammer, Karl Ove					Hufthammer, Karl Ove/0000-0003-3170-9496			The great auk in Norway: From common to locally extinct								INTERNATIONAL JOURNAL OF OSTEOARCHAEOLOGY													10.1002/oa.3161					OCT 2022		Article; Early Access		2022										1	0	0	0	0	0	1			1047-482X	1099-1212											2022-10-16	WOS:000864867700001		
J	ter Schure, Anneke T. M.; Bruch, Angela A.; Kandel, Andrew W.; Gasparyan, Boris; Bussmann, Rainer W.; Brysting, Anne K.; de Boer, Hugo J.; Boessenkool, Sanne				ter Schure, Anneke/GZM-7655-2022; Brysting, Anne Krag/G-5032-2017; Boessenkool, Sanne/K-4274-2017; Kandel, Andrew/AAH-3480-2020; de Boer, Hugo J/B-5640-2015; Bussmann, Rainer W/A-6105-2010	Brysting, Anne Krag/0000-0003-0388-4406; Boessenkool, Sanne/0000-0001-8033-1165; de Boer, Hugo J/0000-0003-1985-7859; ter Schure, Anneke/0000-0002-2177-5441; Kandel, Andrew William/0000-0002-9889-9418; Bussmann, Rainer W/0000-0002-3524-5273			Sedimentary ancient DNA metabarcoding as a tool for assessing prehistoric plant use at the Upper Paleolithic cave site Aghitu-3, Armenia								JOURNAL OF HUMAN EVOLUTION				172						103258			10.1016/j.jhevol.2022.103258					OCT 2022		Article	NOV 2022	2022										1	0	0	0	0	0	1			0047-2484	1095-8606											2022-10-26	WOS:000868871200001	36206720	
J	Holvast, Emma J.; Thomas, Daniel B.					Holvast, Emma J/0000-0002-7865-8115			Taxonomic classification of seabird long bones using 3D shape: A method with wider potential in zooarchaeology								JOURNAL OF ARCHAEOLOGICAL SCIENCE-REPORTS				45						103641			10.1016/j.jasrep.2022.103641							Article	OCT 2022	2022										0	0	0	0	0	0	0			2352-409X												2023-01-06	WOS:000888855000004		
J	Luncz, Lydia, V; Arroyo, Adrian; Falotico, Tiago; Quinn, Patrick; Proffitt, Tomos				Quinn, Patrick/HKM-7733-2023; Arroyo, Adrian/I-1522-2019; Falotico, Tiago/I-1918-2012	Arroyo, Adrian/0000-0002-5850-0847; Falotico, Tiago/0000-0002-0638-1989			A primate model for the origin of flake technology								JOURNAL OF HUMAN EVOLUTION				171						103250			10.1016/j.jhevol.2022.103250							Article	OCT 2022	2022										2	0	0	0	0	0	2			0047-2484	1095-8606											2022-12-29	WOS:000890110100007	36122461	
J	Martisius, Naomi L.								Accessing the ephemeral using multiscale 3D microscopy of bone microwear								JOURNAL OF ARCHAEOLOGICAL SCIENCE-REPORTS				45						103634			10.1016/j.jasrep.2022.103634							Article	OCT 2022	2022										1	0	0	0	0	0	1			2352-409X												2022-10-29	WOS:000870083500001		
J	Mora, Rocio; Aramendi, Julia; Courtenay, Lloyd A.; Gonzalez-Aguilera, Diego; Yravedra, Jose; Angel Mate-Gonzalez, Miguel; Prieto-Herraez, Diego; Ma Vazquez-Rodriguez, Jose; Barja, Isabel				yravedra, jose/ISA-3863-2023; Prieto Herráez, Diego/K-2780-2014	yravedra, jose/0000-0002-4323-3379; Prieto Herráez, Diego/0000-0003-4636-2261; Barja Nunez, Isabel/0000-0002-8354-5342; Gonzalez-Aguilera, Diego/0000-0002-8949-4216; Mora, Rocio/0000-0003-0214-0704; Aramendi, Julia/0000-0003-3725-3776; Courtenay, Lloyd/0000-0002-4810-2001			Ikhnos: A Novel Software to Register and Analyze Bone Surface Modifications Based on Three-Dimensional Documentation								ANIMALS				12	20					2861			10.3390/ani12202861							Article	OCT 2022	2022										1	0	0	0	0	0	1			2076-2615												2022-11-04	WOS:000872132200001	36290248	
J	Timbrell, Lucy; Scott, Christopher; Habte, Behailu; Tefera, Yosef; Monod, Helene; Qazzih, Mouna; Marais, Benjamin; Black, Wendy; Maroma, Christine; Ndiema, Emmanuel; Henderson, Struan; Elmes, Katherine; Plomp, Kimberly; Grove, Matt				Black, Wendy/HZL-6348-2023; Grove, Matt/HTN-6904-2023				Testing inter-observer error under a collaborative research framework for studying lithic shape variability								ARCHAEOLOGICAL AND ANTHROPOLOGICAL SCIENCES				14	10					209			10.1007/s12520-022-01676-2							Article	OCT 2022	2022										1	0	0	0	0	0	1			1866-9557	1866-9565											2022-10-12	WOS:000862554700001	36212164	
J	Valls Llorens, Marta; Buxeda i Garrigos, Jaume; Madrid i Fernandez, Marisol				Garrigós, Jaume Buxeda i/E-7228-2014	Garrigós, Jaume Buxeda i/0000-0001-6857-8448			The late medieval and early modern ceramics in the city of Cordoba (Andalusia, Spain). Christian productions under the Islamic tradition								ARCHAEOLOGICAL AND ANTHROPOLOGICAL SCIENCES				14	10					208			10.1007/s12520-022-01669-1							Article	OCT 2022	2022										0	0	0	0	0	0	0			1866-9557	1866-9565											2022-10-12	WOS:000862417300001		
J	D'Errico, Francesco; R Backwell, Lucinda; Wadley, Lyn; Geis, Lila; Queffelec, Alain; Banks, William E.; Doyon, Luc				Banks, William E./H-3494-2019; Doyon, Luc/AAG-2346-2020	Banks, William E./0000-0003-1835-6315; Doyon, Luc/0000-0001-7163-6186			Technological and functional analysis of 80-60 ka bone wedges from Sibudu (KwaZulu-Natal, South Africa)								SCIENTIFIC REPORTS				12	1					16270			10.1038/s41598-022-20680-z							Article	SEP 29 2022	2022										2	0	0	0	0	0	2			2045-2322												2022-10-15	WOS:000862059200037	36175454	
J	Rowney, Francis M.; Fyfe, Ralph M.; Anderson, Philip; Barnett, Robert; Blake, William; Daley, Tim; Head, Katie; MacLeod, Alison; Matthews, Ian; Smith, David N.					Rowney, Francis/0000-0002-7986-5351; Daley, Tim/0000-0001-5806-7310			Ecological consequences of historic moorland 'improvement'								BIODIVERSITY AND CONSERVATION				31	13-14			3137	3161				10.1007/s10531-022-02479-6					SEP 2022		Article	DEC 2022	2022										2	0	0	0	1	0	1			0960-3115	1572-9710											2022-10-07	WOS:000858651500001		
J	Tatlow, Claire; Cook, Emma; Noet, Maddie; Webb, Jack; Knox, Kate; Codding, Brian F.; Jones, Terry L.								Return to the Shellfish Beds: New Insights on Use of California Sea Mussels (Mytilus californianus) and Turban Snails (Tegula spp.) Based on Harvesting Experiments								CALIFORNIA ARCHAEOLOGY				14	2			133	157				10.1080/1947461X.2022.2121025					SEP 2022		Article	JUL 3 2022	2022										0	0	0	0	0	0	0			1947-461X	1947-4628											2022-09-23	WOS:000854154500001		
J	Louail, Margot; Caner, Laurent; Neaux, Dimitri; Ortiz, Katia; Locatelli, Yann; Cucchi, Thomas				Neaux, Dimitri/V-2606-2019; Cucchi, Thomas/Q-4014-2018	Cucchi, Thomas/0000-0001-6021-5001; Louail, Margot/0000-0002-9927-4508; CANER, Laurent/0000-0001-5618-744X			Identifying the Impact of Soil Ingestion on Dental Microwear Textures Using a Wild Boar Experimental Model								JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY													10.1007/s10816-022-09574-6					SEP 2022		Article; Early Access		2022										1	0	0	0	0	0	1			1072-5369	1573-7764											2022-09-17	WOS:000852334100001		
J	Lundova, Marketa; Sin, Lukas; Dehnerova, Hana; Pechancova, Radka; Kurka, Ondrej; Bednar, Petr; Kucera, Lukas				KUČERA, Lukáš/AAJ-5396-2020	KUČERA, Lukáš/0000-0002-3773-6439			Evaluation of chemical composition of cribra orbitalia from post-medieval children graves (Olomouc, Czech Republic)								PRAEHISTORISCHE ZEITSCHRIFT													10.1515/pz-2022-2045					SEP 2022		Article; Early Access		2022										0	0	0	0	0	0	0			0079-4848	1613-0804											2022-09-11	WOS:000850298800001		
J	De Brito, Lea; Fischer, Valentin; Prestianni, Cyrille					Prestianni, Cyrille/0000-0003-0417-8933; Fischer, Valentin/0000-0002-8808-6747			Morphological disparity of extant and extinct pinaceous ovulate cones: How many cones are enough?								AMERICAN JOURNAL OF BOTANY				109	9			1428	1442				10.1002/ajb2.16044					SEP 2022		Article	SEP 2022	2022										1	0	0	0	1	0	1			0002-9122	1537-2197											2022-09-10	WOS:000849868700001	35942982	
J	Bellini, Cristina; Ciani, Francesco; Pignotti, Lia; Baldini, Riccardo Maria; Gonnelli, Tiziana; Lippi, Marta Mariotti				Ciani, Francesco/AFH-6727-2022	Ciani, Francesco/0000-0002-9471-3882			Modern Pollen Analysis in the Estuary Habitats along the Coast of Dhofar (Sultanate of Oman)								SUSTAINABILITY				14	17					11038			10.3390/su141711038							Article	SEP 2022	2022										0	0	0	0	0	0	0				2071-1050											2022-09-17	WOS:000851993800001		
J	Chung Hoai Nguyen; Setyaningsih, Christina Ani; Jahnk, Svea Lina; Saad, Asmadi; Sabiham, Supiandi; Behling, Hermann					Nguyen Hoai, Chung/0000-0001-5823-7674			Forest Dynamics and Agroforestry History since AD 200 in the Highland of Sumatra, Indonesia								FORESTS				13	9					1473			10.3390/f13091473							Article	SEP 2022	2022										1	0	0	0	0	1	1				1999-4907											2022-10-02	WOS:000858629900001		
J	Cucart-Mora, Carolina; Gomez-Puche, Magdalena; Romano, Valeria; de Pablo, Javier Fernandez-Lopez; Lozano, Sergi				Gómez-Puche, Magdalena/AAY-8401-2020; Fernández-López de Pablo, Javier/GXG-1170-2022; Lozano, Sergi/B-5974-2015	Gómez-Puche, Magdalena/0000-0002-4973-0536; Fernández-López de Pablo, Javier/0000-0002-6953-7004; Lozano, Sergi/0000-0003-1895-9327; Romano de Paula, Valeria/0000-0002-4128-9205; Cucart-Mora, Carolina/0000-0001-7716-292X			Reconstructing Mesolithic social networks on the Iberian Peninsula using ornaments								ARCHAEOLOGICAL AND ANTHROPOLOGICAL SCIENCES				14	9					174			10.1007/s12520-022-01641-z							Article	SEP 2022	2022										1	0	0	0	0	0	1			1866-9557	1866-9565											2022-08-26	WOS:000842087600001		
J	Kysely, Rene; Meduna, Petr; Orton, David; Alexander, Michelle; Frolik, Jan; Prikryl, Tomas				Kysely, Rene/G-7887-2014; Alexander, Michelle/U-8495-2019; Prikryl, Tomas/F-7962-2010; Orton, David/G-7482-2015	Alexander, Michelle/0000-0001-8000-3639; Prikryl, Tomas/0000-0002-7939-3622; Frolik, Jan/0000-0002-1776-1311; Orton, David/0000-0003-4069-8004; Kysely, Rene/0000-0002-0788-7287			Marine fish in the Czech lands in the Middle and Early Modern Ages: a multi-disciplinary study								ARCHAEOLOGICAL AND ANTHROPOLOGICAL SCIENCES				14	9					172			10.1007/s12520-022-01625-z							Article	SEP 2022	2022										0	0	0	0	0	0	0			1866-9557	1866-9565											2022-08-24	WOS:000840849300001		
J	Kvist, Laura; Honka, Johanna; Salazar, Daniela; Kirkinen, Tuija; Hemmann, Karin					Kirkinen, Tuija/0000-0001-5572-4426; Salazar, Daniela/0009-0009-0260-7678; Hemmann, Karin/0000-0003-3981-4231			Memories, museum artefacts and excavations in resolving the history of maternal lineages in the Finnhorse								ANIMAL GENETICS				53	6			821	828				10.1111/age.13256					AUG 2022		Article	DEC 2022	2022										0	0	0	0	0	0	0			0268-9146	1365-2052											2022-09-06	WOS:000847646500001	36043357	
J	Munro, Natalie D.; Lebenzon, Roxanne; Sapir-Hen, Lidar					Sapir-Hen, Lidar/0000-0002-6184-4560			Revisiting Late Pleistocene-Early Holocene mountain gazelle (Gazella gazella) body size change in the southern Levant: A case for anthropogenic impact								PLOS ONE				17	8					e0273024			10.1371/journal.pone.0273024							Article	AUG 31 2022	2022										2	0	0	0	0	0	2			1932-6203												2022-12-30	WOS:000892368200034	36044411	
J	Gravel-Miguel, C.; Cristiani, E.; Hodgkins, J.; Orr, C. M.; Strait, D. S.; Peresani, M.; Benazzi, S.; Pothier-Bouchard, G.; Keller, H. M.; Meyer, D.; Drohobytsky, D.; Talamo, S.; Panetta, D.; Zupancich, A.; Miller, C. E.; Negrino, F.; Riel-Salvatore, J.					Benazzi, Stefano/0000-0003-4305-6920; Gravel-Miguel, Claudine/0000-0003-1324-7937; Negrino, Fabio/0000-0001-7539-2959; Peresani, Marco/0000-0001-6562-6336			The Ornaments of the Arma Veirana Early Mesolithic Infant Burial								JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY													10.1007/s10816-022-09573-7					AUG 2022		Article; Early Access		2022										0	0	0	0	0	0	0			1072-5369	1573-7764											2022-09-06	WOS:000847263000001		
J	Slon, Viviane; Clark, Jamie L.; Friesem, David E.; Orbach, Meir; Porat, Naomi; Meyer, Matthias; Kandel, Andrew W.; Shimelmitz, Ron				Porat, Naomi/R-1474-2019; Kandel, Andrew/AAH-3480-2020	Shimelmitz, Ron/0000-0002-0395-9036; Kandel, Andrew William/0000-0002-9889-9418; Porat, Naomi/0000-0002-5900-2460			Extended longevity of DNA preservation in Levantine Paleolithic sediments, Sefunim Cave, Israel								SCIENTIFIC REPORTS				12	1					14528			10.1038/s41598-022-17399-2							Article	AUG 25 2022	2022										2	0	0	0	1	0	2			2045-2322												2022-09-23	WOS:000846214200054	36008437	
J	Mokatse, Thuto; Vainer, Shlomy; Irving, James; Schmidt, Christoph; Kgosidintsi, Boniface; Shemang, Elisha; Verrecchia, Eric P.				Shemang, Elisha/ABH-6395-2020; Vainer, Shlomy/HNR-2966-2023	Schmidt, Christoph/0000-0002-2309-3209			Geometry of sedimentary deposits and evolution of the landforms in the Chobe Enclave, Northern Botswana								GEOMORPHOLOGY				415						108406			10.1016/j.geomorph.2022.108406					AUG 2022		Article	OCT 15 2022	2022										0	0	0	0	0	0	0			0169-555X	1872-695X											2022-10-03	WOS:000860765000001		
J	Piraino, Sergio; Arco Molina, Julieta; Ariel Hadad, Martin; Roig Junent, Fidel Alejandro					Hadad, Martin/0000-0002-9334-064X			Resilience capacity of Araucaria araucana to extreme drought events								DENDROCHRONOLOGIA				75						125996			10.1016/j.dendro.2022.125996					AUG 2022		Article	OCT 2022	2022										2	0	0	0	0	0	2			1125-7865	1612-0051											2022-09-07	WOS:000847976900001		
J	Chu, Wei; McLin, Scott; Woestehoff, Luisa; Ciornei, Alexandru; Gennai, Jacopo; Marreiros, Joao; Dobos, Adrian				Marreiros, Joao MF/M-5105-2013; Gennai, Jacopo/HOA-5951-2023; Chu, Wei/AAP-7660-2020; Dobos, Adrian/B-5323-2012; marreiros, joao/IAM-5249-2023	Marreiros, Joao MF/0000-0002-3399-8765; Gennai, Jacopo/0000-0003-2662-2855; Chu, Wei/0000-0002-4595-388X; Dobos, Adrian/0000-0002-7840-6524; 			Aurignacian dynamics in Southeastern Europe based on spatial analysis, sediment geochemistry, raw materials, lithic analysis, and use-wear from Romanesti-Dumbravita								SCIENTIFIC REPORTS				12	1					14152			10.1038/s41598-022-15544-5							Article	AUG 19 2022	2022										0	0	0	0	0	0	0			2045-2322												2022-09-17	WOS:000842561700057	35986053	
J	Pedersen, Jesper B.; Poulsen, Martin E.; Riede, Felix				; Riede, Felix/C-1767-2008	Pedersen, Jesper Borre/0000-0002-3468-0986; Riede, Felix/0000-0002-4879-7157			Jels 3, a New Late Palaeolithic Open-Air Site in Denmark, Sheds Light on the Pioneer Colonization of Northern Europe								JOURNAL OF FIELD ARCHAEOLOGY				47	6			360	378				10.1080/00934690.2022.2086346					AUG 2022		Article	AUG 18 2022	2022										0	0	0	0	0	0	0			0093-4690	2042-4582											2022-06-26	WOS:000812111400001		
J	Vettese, Delphine; Borel, Antony; Blasco, Ruth; Chevillard, Louis; Stavrova, Trajanka; Hohenstein, Ursula Thun; Arzarello, Marta; Moncel, Marie-Helene; Daujeard, Camille				Blasco, Ruth/AAG-8200-2019; Borel, Antony/GQA-8852-2022; Arzarello, Marta/F-1464-2015	Blasco, Ruth/0000-0001-9804-739X; Borel, Antony/0000-0002-6014-1863; Arzarello, Marta/0000-0003-3379-1112; Vettese, Delphine/0000-0001-6441-6054; Moncel, Marie-helene/0000-0002-0398-2316			New evidence of Neandertal butchery traditions through the marrow extraction in southwestern Europe (MIS 5-3)								PLOS ONE				17	8					e0271816			10.1371/journal.pone.0271816							Article	AUG 17 2022	2022										2	0	0	0	1	0	2			1932-6203												2022-09-09	WOS:000847227000016	35976853	
J	Martellotta, Eva Francesca; Perston, Yinika L.; Craft, Paul; Wilkins, Jayne; Langley, Michelle C.					Perston, Yinika/0000-0002-8043-6466; Martellotta, Eva Francesca/0000-0002-2564-8060			Beyond the main function: An experimental study of the use of hardwood boomerangs in retouching activities								PLOS ONE				17	8					e0273118			10.1371/journal.pone.0273118							Article	AUG 16 2022	2022										0	0	0	0	0	0	0			1932-6203												2023-01-22	WOS:000906506400001	35972969	
J	Liu, Hongye; Gu, Yansheng; Ge, Jiwen; Yu, Zicheng; Xu, Xiangnan; Zhang, Zhiqi; Cheng, Shenggao; Xie, Shucheng								The response of the Dajiuhu Peatland ecosystem to hydrological variations: Implications for carbon sequestration and peatlands conservation								JOURNAL OF HYDROLOGY				612						128307			10.1016/j.jhydrol.2022.128307					AUG 2022		Article	SEP 2022	2022										1	0	0	0	0	0	1			0022-1694	1879-2707											2022-09-01	WOS:000844377200001		
J	Koile, Ezequiel; Greenhill, Simon J.; Blasi, Damian E.; Bouckaert, Remco; Gray, Russell D.				Greenhill, Simon/I-3554-2019	Greenhill, Simon/0000-0001-7832-6156; Koile, Ezequiel/0000-0001-9387-971X			Phylogeographic analysis of the Bantu language expansion supports a rainforest route								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				119	32					e2112853119			10.1073/pnas.2112853119							Article	AUG 9 2022	2022										2	0	0	0	1	0	2			0027-8424	1091-6490											2023-03-05	WOS:000931973700006	35914165	
J	Gelabert, Pere; Blazyie, Asta; Chang, Yongjoo; M. Ferandes, Daniel; Jeon, Sungwon; Hong, Jin Geun; Yoon, Jiyeon; Ko, Youngmi; Oberreritor, Victoria; Cheronet, Olivia; T. Ozoogan, Kadir; Saywer, Susanna; Yang, Songhyok; McRae Greytak, Ellen; Choi, Hansol; Kim, Jungeu; Kim, Jong-Ii; Jeong, Choongwon; Bee, Kidong; Bhak, Jong; Pinhasi, Ron				Cheronet, Olivia/HTM-4781-2023; Pinhasi, Ron/AAT-1531-2020	Pinhasi, Ron/0000-0003-1629-8131; M Fernandes, Daniel/0000-0002-7434-6552			Northeastern Asian and Jomon-related genetic structure in the Three Kingdoms period of Gimhae, Korea								CURRENT BIOLOGY				32	15			3232	+				10.1016/j.cub.2022.06.004					AUG 2022		Article	AUG 8 2022	2022										3	0	0	0	2	0	3			0960-9822	1879-0445											2022-09-09	WOS:000849215200002	35732180	
J	Kvapil, Lynne A.; Kimpel, Mark W.; Jayasekare, Rasitha R.; Shelton, Kim								Using Gaussian mixture model clustering to explore morphology and standardized production of ceramic vessels: A case study of pottery from Late Bronze Age Greece								JOURNAL OF ARCHAEOLOGICAL SCIENCE-REPORTS				45						103543			10.1016/j.jasrep.2022.103543					AUG 2022		Article	OCT 2022	2022										1	0	0	0	1	0	1			2352-409X												2022-12-14	WOS:000888590900001		
J	Ageby, Lucas; Angelucci, Diego E.; Brill, Dominik; Carrer, Francesco; Brueckner, Helmut; Klasen, Nicole				Angelucci, Diego E./K-6699-2014; Brill, Dominik/O-2442-2015	Angelucci, Diego E./0000-0001-7411-261X; Ageby, Lucas/0000-0002-2496-3413; Brill, Dominik/0000-0001-8637-4641			Dating dry-stone walls with rock surface luminescence: A case study from the Italian Alps								JOURNAL OF ARCHAEOLOGICAL SCIENCE				144						105625			10.1016/j.jas.2022.105625							Article	AUG 2022	2022										1	0	0	0	0	0	1			0305-4403	1095-9238											2022-07-22	WOS:000822652100001		
J	Baudet, M.; Ostlund, L.								COLLECTING CORES TO AGE HOLLOW TREES: A RESEARCH NOTE ON SCOTS PINE (PINUS SYLVESTRIS)								TREE-RING RESEARCH				78	2			150	155				10.3959/2021-7							Article	AUG 2022	2022										0	0	0	0	0	0	0			1536-1098	2162-4585											2022-08-18	WOS:000836657900007		
